state,state_abbreviation,county,party,candidate,votes,fraction_votes
Alabama,AL,Shelby,Republican,Ben Carson,5005,0.094
Alabama,AL,Shelby,Republican,Donald Trump,18260,0.344
Alabama,AL,Shelby,Republican,John Kasich,2679,0.05
Alabama,AL,Shelby,Republican,Marco Rubio,12213,0.23
Alabama,AL,Shelby,Republican,Ted Cruz,14005,0.263
Alabama,AL,St. Clair,Republican,Ben Carson,2093,0.109
Alabama,AL,St. Clair,Republican,Donald Trump,8596,0.446
Alabama,AL,St. Clair,Republican,John Kasich,518,0.027000000000000000
Alabama,AL,St. Clair,Republican,Marco Rubio,2586,0.134
Alabama,AL,St. Clair,Republican,Ted Cruz,5178,0.26900000000000000
Alabama,AL,Sumter,Republican,Ben Carson,21,0.075
Alabama,AL,Sumter,Republican,Donald Trump,166,0.591
Alabama,AL,Sumter,Republican,John Kasich,4,0.014000000000000000
Alabama,AL,Sumter,Republican,Marco Rubio,39,0.139
Alabama,AL,Sumter,Republican,Ted Cruz,45,0.16
Alabama,AL,Talladega,Republican,Ben Carson,1179,0.095
Alabama,AL,Talladega,Republican,Donald Trump,6304,0.51
Alabama,AL,Talladega,Republican,John Kasich,470,0.038
Alabama,AL,Talladega,Republican,Marco Rubio,1676,0.136
Alabama,AL,Talladega,Republican,Ted Cruz,2468,0.2
Alabama,AL,Tallapoosa,Republican,Ben Carson,1006,0.114
Alabama,AL,Tallapoosa,Republican,Donald Trump,4658,0.528
Alabama,AL,Tallapoosa,Republican,John Kasich,371,0.042
Alabama,AL,Tallapoosa,Republican,Marco Rubio,1289,0.146
Alabama,AL,Tallapoosa,Republican,Ted Cruz,1325,0.15
Alabama,AL,Tuscaloosa,Republican,Ben Carson,3310,0.106
Alabama,AL,Tuscaloosa,Republican,Donald Trump,11652,0.375
Alabama,AL,Tuscaloosa,Republican,John Kasich,1381,0.044000000000000000
Alabama,AL,Tuscaloosa,Republican,Marco Rubio,6333,0.204
Alabama,AL,Tuscaloosa,Republican,Ted Cruz,7789,0.25
Alabama,AL,Walker,Republican,Ben Carson,1369,0.09
Alabama,AL,Walker,Republican,Donald Trump,8394,0.551
Alabama,AL,Walker,Republican,John Kasich,362,0.024
Alabama,AL,Walker,Republican,Marco Rubio,1652,0.10800000000000000
Alabama,AL,Walker,Republican,Ted Cruz,3106,0.204
Alabama,AL,Washington,Republican,Ben Carson,152,0.064
Alabama,AL,Washington,Republican,Donald Trump,1269,0.537
Alabama,AL,Washington,Republican,John Kasich,27,0.011000000000000000
Alabama,AL,Washington,Republican,Marco Rubio,362,0.153
Alabama,AL,Washington,Republican,Ted Cruz,516,0.218
Alabama,AL,Wilcox,Republican,Ben Carson,44,0.083
Alabama,AL,Wilcox,Republican,Donald Trump,287,0.544
Alabama,AL,Wilcox,Republican,John Kasich,12,0.023
Alabama,AL,Wilcox,Republican,Marco Rubio,64,0.121
Alabama,AL,Wilcox,Republican,Ted Cruz,114,0.21600000000000000
Alabama,AL,Winston,Republican,Ben Carson,539,0.09
Alabama,AL,Winston,Republican,Donald Trump,3352,0.561
Alabama,AL,Winston,Republican,John Kasich,163,0.027000000000000000
Alabama,AL,Winston,Republican,Marco Rubio,708,0.11900000000000000
Alabama,AL,Winston,Republican,Ted Cruz,1076,0.18
Alaska,AK,State House District 1,Democrat,Bernie Sanders,9,0.75
Alaska,AK,State House District 1,Democrat,Hillary Clinton,3,0.25
Alaska,AK,State House District 10,Democrat,Bernie Sanders,8,0.8
Alaska,AK,State House District 10,Democrat,Hillary Clinton,2,0.2
Alaska,AK,State House District 11,Democrat,Bernie Sanders,9,0.818
Alaska,AK,State House District 11,Democrat,Hillary Clinton,2,0.182
Alaska,AK,State House District 12,Democrat,Bernie Sanders,10,1.0
Alaska,AK,State House District 12,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 13,Democrat,Bernie Sanders,5,0.7140000000000000
Alaska,AK,State House District 13,Democrat,Hillary Clinton,2,0.28600000000000000
Alaska,AK,State House District 14,Democrat,Bernie Sanders,9,0.6920000000000000
Alaska,AK,State House District 14,Democrat,Hillary Clinton,4,0.308
Alaska,AK,State House District 15,Democrat,Bernie Sanders,8,0.889
Alaska,AK,State House District 15,Democrat,Hillary Clinton,1,0.111
Alaska,AK,State House District 16,Democrat,Bernie Sanders,12,0.8
Alaska,AK,State House District 16,Democrat,Hillary Clinton,3,0.2
Alaska,AK,State House District 17,Democrat,Bernie Sanders,10,0.7140000000000000
Alaska,AK,State House District 17,Democrat,Hillary Clinton,4,0.28600000000000000
Alaska,AK,State House District 18,Democrat,Bernie Sanders,14,0.778
Alaska,AK,State House District 18,Democrat,Hillary Clinton,4,0.222
Alaska,AK,State House District 19,Democrat,Bernie Sanders,8,0.667
Alaska,AK,State House District 19,Democrat,Hillary Clinton,4,0.33300000000000000
Alaska,AK,State House District 2,Democrat,Bernie Sanders,5,0.833
Alaska,AK,State House District 2,Democrat,Hillary Clinton,1,0.16700000000000000
Alaska,AK,State House District 20,Democrat,Bernie Sanders,12,0.667
Alaska,AK,State House District 20,Democrat,Hillary Clinton,6,0.33300000000000000
Alaska,AK,State House District 21,Democrat,Bernie Sanders,12,0.667
Alaska,AK,State House District 21,Democrat,Hillary Clinton,6,0.33300000000000000
Alaska,AK,State House District 22,Democrat,Bernie Sanders,11,0.7860000000000000
Alaska,AK,State House District 22,Democrat,Hillary Clinton,3,0.214
Alaska,AK,State House District 23,Democrat,Bernie Sanders,13,1.0
Alaska,AK,State House District 23,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 24,Democrat,Bernie Sanders,10,0.667
Alaska,AK,State House District 24,Democrat,Hillary Clinton,5,0.33300000000000000
Alaska,AK,State House District 25,Democrat,Bernie Sanders,11,0.733
Alaska,AK,State House District 25,Democrat,Hillary Clinton,4,0.267
Alaska,AK,State House District 26,Democrat,Bernie Sanders,10,0.7140000000000000
Alaska,AK,State House District 26,Democrat,Hillary Clinton,4,0.28600000000000000
Alaska,AK,State House District 27,Democrat,Bernie Sanders,13,0.765
Alaska,AK,State House District 27,Democrat,Hillary Clinton,4,0.235
Alaska,AK,State House District 28,Democrat,Bernie Sanders,14,0.737
Alaska,AK,State House District 28,Democrat,Hillary Clinton,5,0.263
Alaska,AK,State House District 29,Democrat,Bernie Sanders,8,0.8
Alaska,AK,State House District 29,Democrat,Hillary Clinton,2,0.2
Alaska,AK,State House District 3,Democrat,Bernie Sanders,7,1.0
Alaska,AK,State House District 3,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 30,Democrat,Bernie Sanders,7,0.778
Alaska,AK,State House District 30,Democrat,Hillary Clinton,2,0.222
Alaska,AK,State House District 31,Democrat,Bernie Sanders,16,1.0
Alaska,AK,State House District 31,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 32,Democrat,Bernie Sanders,13,1.0
Alaska,AK,State House District 32,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 33,Democrat,Bernie Sanders,21,0.84
Alaska,AK,State House District 33,Democrat,Hillary Clinton,4,0.16
Alaska,AK,State House District 34,Democrat,Bernie Sanders,14,0.778
Alaska,AK,State House District 34,Democrat,Hillary Clinton,4,0.222
Alaska,AK,State House District 35,Democrat,Bernie Sanders,14,0.778
Alaska,AK,State House District 35,Democrat,Hillary Clinton,4,0.222
Alaska,AK,State House District 36,Democrat,Bernie Sanders,10,0.833
Alaska,AK,State House District 36,Democrat,Hillary Clinton,2,0.16700000000000000
Alaska,AK,State House District 37,Democrat,Bernie Sanders,11,0.7860000000000000
Alaska,AK,State House District 37,Democrat,Hillary Clinton,3,0.214
Alaska,AK,State House District 38,Democrat,Bernie Sanders,17,1.0
Alaska,AK,State House District 38,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 39,Democrat,Bernie Sanders,13,0.765
Alaska,AK,State House District 39,Democrat,Hillary Clinton,4,0.235
Alaska,AK,State House District 4,Democrat,Bernie Sanders,16,0.8420000000000000
Alaska,AK,State House District 4,Democrat,Hillary Clinton,3,0.158
Alaska,AK,State House District 40,Democrat,Bernie Sanders,12,1.0
Alaska,AK,State House District 40,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 5,Democrat,Bernie Sanders,15,1.0
Alaska,AK,State House District 5,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 6,Democrat,Bernie Sanders,12,1.0
Alaska,AK,State House District 6,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 7,Democrat,Bernie Sanders,6,0.75
Alaska,AK,State House District 7,Democrat,Hillary Clinton,2,0.25
Alaska,AK,State House District 8,Democrat,Bernie Sanders,7,1.0
Alaska,AK,State House District 8,Democrat,Hillary Clinton,0,0.0
Alaska,AK,State House District 9,Democrat,Bernie Sanders,8,0.8
Alaska,AK,State House District 9,Democrat,Hillary Clinton,2,0.2
Alaska,AK,State House District 1,Republican,Ben Carson,26,0.068
Alaska,AK,State House District 1,Republican,Donald Trump,134,0.348
Alaska,AK,State House District 1,Republican,John Kasich,12,0.031
Alaska,AK,State House District 1,Republican,Marco Rubio,62,0.161
Alaska,AK,State House District 1,Republican,Ted Cruz,151,0.392
Alaska,AK,State House District 10,Republican,Ben Carson,80,0.09700000000000000
Alaska,AK,State House District 10,Republican,Donald Trump,358,0.436
Alaska,AK,State House District 10,Republican,John Kasich,18,0.022000000000000000
Alaska,AK,State House District 10,Republican,Marco Rubio,83,0.10100000000000000
Alaska,AK,State House District 10,Republican,Ted Cruz,283,0.344
Alaska,AK,State House District 11,Republican,Ben Carson,131,0.12300000000000000
Alaska,AK,State House District 11,Republican,Donald Trump,323,0.304
Alaska,AK,State House District 11,Republican,John Kasich,37,0.035
Alaska,AK,State House District 11,Republican,Marco Rubio,118,0.111
Alaska,AK,State House District 11,Republican,Ted Cruz,455,0.428
Alaska,AK,State House District 12,Republican,Ben Carson,144,0.136
Alaska,AK,State House District 12,Republican,Donald Trump,315,0.299
Alaska,AK,State House District 12,Republican,John Kasich,44,0.042
Alaska,AK,State House District 12,Republican,Marco Rubio,142,0.135
Alaska,AK,State House District 12,Republican,Ted Cruz,410,0.389
Alaska,AK,State House District 13,Republican,Ben Carson,67,0.124
Alaska,AK,State House District 13,Republican,Donald Trump,154,0.28600000000000000
Alaska,AK,State House District 13,Republican,John Kasich,10,0.019
Alaska,AK,State House District 13,Republican,Marco Rubio,92,0.171
Alaska,AK,State House District 13,Republican,Ted Cruz,216,0.401
Alaska,AK,State House District 14,Republican,Ben Carson,134,0.12
Alaska,AK,State House District 14,Republican,Donald Trump,327,0.294
Alaska,AK,State House District 14,Republican,John Kasich,41,0.037000000000000000
Alaska,AK,State House District 14,Republican,Marco Rubio,215,0.193
Alaska,AK,State House District 14,Republican,Ted Cruz,397,0.35600000000000000
Alaska,AK,State House District 15,Republican,Ben Carson,31,0.124
Alaska,AK,State House District 15,Republican,Donald Trump,71,0.28300000000000000
Alaska,AK,State House District 15,Republican,John Kasich,7,0.028000000000000000
Alaska,AK,State House District 15,Republican,Marco Rubio,34,0.135
Alaska,AK,State House District 15,Republican,Ted Cruz,108,0.43
Alaska,AK,State House District 16,Republican,Ben Carson,44,0.10300000000000000
Alaska,AK,State House District 16,Republican,Donald Trump,139,0.326
Alaska,AK,State House District 16,Republican,John Kasich,22,0.052000000000000000
Alaska,AK,State House District 16,Republican,Marco Rubio,66,0.155
Alaska,AK,State House District 16,Republican,Ted Cruz,155,0.364
Alaska,AK,State House District 17,Republican,Ben Carson,9,0.029000000000000000
Alaska,AK,State House District 17,Republican,Donald Trump,112,0.364
Alaska,AK,State House District 17,Republican,John Kasich,25,0.081
Alaska,AK,State House District 17,Republican,Marco Rubio,60,0.195
Alaska,AK,State House District 17,Republican,Ted Cruz,102,0.331
Alaska,AK,State House District 18,Republican,Ben Carson,17,0.049
Alaska,AK,State House District 18,Republican,Donald Trump,126,0.365
Alaska,AK,State House District 18,Republican,John Kasich,25,0.07200000000000000
Alaska,AK,State House District 18,Republican,Marco Rubio,69,0.2
Alaska,AK,State House District 18,Republican,Ted Cruz,108,0.313
Alaska,AK,State House District 19,Republican,Ben Carson,10,0.079
Alaska,AK,State House District 19,Republican,Donald Trump,48,0.37800000000000000
Alaska,AK,State House District 19,Republican,John Kasich,8,0.063
Alaska,AK,State House District 19,Republican,Marco Rubio,19,0.15
Alaska,AK,State House District 19,Republican,Ted Cruz,42,0.331
Alaska,AK,State House District 2,Republican,Ben Carson,22,0.087
Alaska,AK,State House District 2,Republican,Donald Trump,90,0.35600000000000000
Alaska,AK,State House District 2,Republican,John Kasich,7,0.028000000000000000
Alaska,AK,State House District 2,Republican,Marco Rubio,31,0.12300000000000000
Alaska,AK,State House District 2,Republican,Ted Cruz,103,0.40700000000000000
Alaska,AK,State House District 20,Republican,Ben Carson,16,0.076
Alaska,AK,State House District 20,Republican,Donald Trump,57,0.27
Alaska,AK,State House District 20,Republican,John Kasich,24,0.114
Alaska,AK,State House District 20,Republican,Marco Rubio,54,0.256
Alaska,AK,State House District 20,Republican,Ted Cruz,60,0.284
Alaska,AK,State House District 21,Republican,Ben Carson,38,0.081
Alaska,AK,State House District 21,Republican,Donald Trump,154,0.32900000000000000
Alaska,AK,State House District 21,Republican,John Kasich,28,0.06
Alaska,AK,State House District 21,Republican,Marco Rubio,106,0.226
Alaska,AK,State House District 21,Republican,Ted Cruz,142,0.303
Alaska,AK,State House District 22,Republican,Ben Carson,52,0.08200000000000000
Alaska,AK,State House District 22,Republican,Donald Trump,233,0.369
Alaska,AK,State House District 22,Republican,John Kasich,33,0.052000000000000000
Alaska,AK,State House District 22,Republican,Marco Rubio,126,0.2
Alaska,AK,State House District 22,Republican,Ted Cruz,187,0.29600000000000000
Alaska,AK,State House District 23,Republican,Ben Carson,33,0.109
Alaska,AK,State House District 23,Republican,Donald Trump,116,0.38300000000000000
Alaska,AK,State House District 23,Republican,John Kasich,16,0.053
Alaska,AK,State House District 23,Republican,Marco Rubio,33,0.109
Alaska,AK,State House District 23,Republican,Ted Cruz,105,0.34700000000000000
Alaska,AK,State House District 24,Republican,Ben Carson,57,0.09300000000000000
Alaska,AK,State House District 24,Republican,Donald Trump,184,0.301
Alaska,AK,State House District 24,Republican,John Kasich,32,0.052000000000000000
Alaska,AK,State House District 24,Republican,Marco Rubio,143,0.23400000000000000
Alaska,AK,State House District 24,Republican,Ted Cruz,195,0.319
Alaska,AK,State House District 25,Republican,Ben Carson,33,0.07
Alaska,AK,State House District 25,Republican,Donald Trump,161,0.341
Alaska,AK,State House District 25,Republican,John Kasich,20,0.042
Alaska,AK,State House District 25,Republican,Marco Rubio,87,0.184
Alaska,AK,State House District 25,Republican,Ted Cruz,171,0.36200000000000000
Alaska,AK,State House District 26,Republican,Ben Carson,77,0.11
Alaska,AK,State House District 26,Republican,Donald Trump,200,0.284
Alaska,AK,State House District 26,Republican,John Kasich,41,0.058000000000000000
Alaska,AK,State House District 26,Republican,Marco Rubio,141,0.201
Alaska,AK,State House District 26,Republican,Ted Cruz,244,0.34700000000000000
Alaska,AK,State House District 27,Republican,Ben Carson,58,0.091
Alaska,AK,State House District 27,Republican,Donald Trump,182,0.287
Alaska,AK,State House District 27,Republican,John Kasich,24,0.038
Alaska,AK,State House District 27,Republican,Marco Rubio,105,0.166
Alaska,AK,State House District 27,Republican,Ted Cruz,265,0.418
Alaska,AK,State House District 28,Republican,Ben Carson,113,0.124
Alaska,AK,State House District 28,Republican,Donald Trump,302,0.331
Alaska,AK,State House District 28,Republican,John Kasich,56,0.061
Alaska,AK,State House District 28,Republican,Marco Rubio,167,0.183
Alaska,AK,State House District 28,Republican,Ted Cruz,274,0.3
Alaska,AK,State House District 29,Republican,Ben Carson,119,0.113
Alaska,AK,State House District 29,Republican,Donald Trump,392,0.371
Alaska,AK,State House District 29,Republican,John Kasich,35,0.033
Alaska,AK,State House District 29,Republican,Marco Rubio,105,0.099
Alaska,AK,State House District 29,Republican,Ted Cruz,406,0.384
Alaska,AK,State House District 3,Republican,Ben Carson,53,0.098
Alaska,AK,State House District 3,Republican,Donald Trump,147,0.272
Alaska,AK,State House District 3,Republican,John Kasich,15,0.028000000000000000
Alaska,AK,State House District 3,Republican,Marco Rubio,64,0.11800000000000000
Alaska,AK,State House District 3,Republican,Ted Cruz,262,0.484
Alaska,AK,State House District 30,Republican,Ben Carson,101,0.102
Alaska,AK,State House District 30,Republican,Donald Trump,369,0.374
Alaska,AK,State House District 30,Republican,John Kasich,27,0.027000000000000000
Alaska,AK,State House District 30,Republican,Marco Rubio,115,0.11700000000000000
Alaska,AK,State House District 30,Republican,Ted Cruz,375,0.38
Alaska,AK,State House District 31,Republican,Ben Carson,122,0.12300000000000000
Alaska,AK,State House District 31,Republican,Donald Trump,364,0.366
Alaska,AK,State House District 31,Republican,John Kasich,27,0.027000000000000000
Alaska,AK,State House District 31,Republican,Marco Rubio,100,0.10100000000000000
Alaska,AK,State House District 31,Republican,Ted Cruz,382,0.384
Alaska,AK,State House District 32,Republican,Ben Carson,77,0.18
Alaska,AK,State House District 32,Republican,Donald Trump,152,0.35600000000000000
Alaska,AK,State House District 32,Republican,John Kasich,22,0.052000000000000000
Alaska,AK,State House District 32,Republican,Marco Rubio,61,0.14300000000000000
Alaska,AK,State House District 32,Republican,Ted Cruz,115,0.26900000000000000
Alaska,AK,State House District 33,Republican,Ben Carson,41,0.125
Alaska,AK,State House District 33,Republican,Donald Trump,85,0.26
Alaska,AK,State House District 33,Republican,John Kasich,47,0.14400000000000000
Alaska,AK,State House District 33,Republican,Marco Rubio,66,0.20200000000000000
Alaska,AK,State House District 33,Republican,Ted Cruz,88,0.26900000000000000
Alaska,AK,State House District 34,Republican,Ben Carson,45,0.10400000000000000
Alaska,AK,State House District 34,Republican,Donald Trump,131,0.303
Alaska,AK,State House District 34,Republican,John Kasich,15,0.035
Alaska,AK,State House District 34,Republican,Marco Rubio,90,0.20800000000000000
Alaska,AK,State House District 34,Republican,Ted Cruz,152,0.35100000000000000
Alaska,AK,State House District 35,Republican,Ben Carson,28,0.10300000000000000
Alaska,AK,State House District 35,Republican,Donald Trump,99,0.363
Alaska,AK,State House District 35,Republican,John Kasich,16,0.059000000000000000
Alaska,AK,State House District 35,Republican,Marco Rubio,54,0.198
Alaska,AK,State House District 35,Republican,Ted Cruz,76,0.278
Alaska,AK,State House District 36,Republican,Ben Carson,68,0.10400000000000000
Alaska,AK,State House District 36,Republican,Donald Trump,246,0.376
Alaska,AK,State House District 36,Republican,John Kasich,42,0.064
Alaska,AK,State House District 36,Republican,Marco Rubio,156,0.239
Alaska,AK,State House District 36,Republican,Ted Cruz,142,0.217
Alaska,AK,State House District 37,Republican,Ben Carson,18,0.165
Alaska,AK,State House District 37,Republican,Donald Trump,37,0.33900000000000000
Alaska,AK,State House District 37,Republican,John Kasich,3,0.028000000000000000
Alaska,AK,State House District 37,Republican,Marco Rubio,10,0.092
Alaska,AK,State House District 37,Republican,Ted Cruz,41,0.376
Alaska,AK,State House District 38,Republican,Ben Carson,17,0.415
Alaska,AK,State House District 38,Republican,Donald Trump,4,0.098
Alaska,AK,State House District 38,Republican,John Kasich,5,0.122
Alaska,AK,State House District 38,Republican,Marco Rubio,6,0.146
Alaska,AK,State House District 38,Republican,Ted Cruz,9,0.22
Alaska,AK,State House District 39,Republican,Ben Carson,8,0.086
Alaska,AK,State House District 39,Republican,Donald Trump,44,0.473
Alaska,AK,State House District 39,Republican,John Kasich,4,0.043
Alaska,AK,State House District 39,Republican,Marco Rubio,14,0.151
Alaska,AK,State House District 39,Republican,Ted Cruz,23,0.247
Alaska,AK,State House District 4,Republican,Ben Carson,61,0.099
Alaska,AK,State House District 4,Republican,Donald Trump,154,0.249
Alaska,AK,State House District 4,Republican,John Kasich,26,0.042
Alaska,AK,State House District 4,Republican,Marco Rubio,98,0.159
Alaska,AK,State House District 4,Republican,Ted Cruz,279,0.451
Alaska,AK,State House District 40,Republican,Ben Carson,1,0.048
Alaska,AK,State House District 40,Republican,Donald Trump,9,0.429
Alaska,AK,State House District 40,Republican,John Kasich,0,0.0
Alaska,AK,State House District 40,Republican,Marco Rubio,5,0.23800000000000000
Alaska,AK,State House District 40,Republican,Ted Cruz,6,0.28600000000000000
Alaska,AK,State House District 5,Republican,Ben Carson,36,0.078
Alaska,AK,State House District 5,Republican,Donald Trump,128,0.27900000000000000
Alaska,AK,State House District 5,Republican,John Kasich,23,0.05
Alaska,AK,State House District 5,Republican,Marco Rubio,81,0.17600000000000000
Alaska,AK,State House District 5,Republican,Ted Cruz,191,0.41600000000000000
Alaska,AK,State House District 6,Republican,Ben Carson,55,0.154
Alaska,AK,State House District 6,Republican,Donald Trump,111,0.312
Alaska,AK,State House District 6,Republican,John Kasich,7,0.02
Alaska,AK,State House District 6,Republican,Marco Rubio,45,0.126
Alaska,AK,State House District 6,Republican,Ted Cruz,138,0.38800000000000000
Alaska,AK,State House District 7,Republican,Ben Carson,97,0.12300000000000000
Alaska,AK,State House District 7,Republican,Donald Trump,304,0.386
Alaska,AK,State House District 7,Republican,John Kasich,9,0.011000000000000000
Alaska,AK,State House District 7,Republican,Marco Rubio,87,0.11
