county,candidate,party,votes,votesm
State House District 15,Ted Cruz,Republican,108,0.108
State House District 16,Ben Carson,Republican,44,0.044
State House District 16,Donald Trump,Republican,139,0.139
State House District 16,John Kasich,Republican,22,0.022
State House District 16,Marco Rubio,Republican,66,0.066
State House District 16,Ted Cruz,Republican,155,0.155
State House District 17,Ben Carson,Republican,9,0.009
State House District 17,Donald Trump,Republican,112,0.112
State House District 17,John Kasich,Republican,25,0.025
State House District 17,Marco Rubio,Republican,60,0.06
State House District 17,Ted Cruz,Republican,102,0.102
State House District 18,Ben Carson,Republican,17,0.017
State House District 18,Donald Trump,Republican,126,0.126
State House District 18,John Kasich,Republican,25,0.025
State House District 18,Marco Rubio,Republican,69,0.069
State House District 18,Ted Cruz,Republican,108,0.108
State House District 19,Ben Carson,Republican,10,0.01
State House District 19,Donald Trump,Republican,48,0.048
State House District 19,John Kasich,Republican,8,0.008
State House District 19,Marco Rubio,Republican,19,0.019
State House District 19,Ted Cruz,Republican,42,0.042
State House District 2,Ben Carson,Republican,22,0.022
State House District 2,Donald Trump,Republican,90,0.09
State House District 2,John Kasich,Republican,7,0.007
State House District 2,Marco Rubio,Republican,31,0.031
State House District 2,Ted Cruz,Republican,103,0.103
State House District 20,Ben Carson,Republican,16,0.016
State House District 20,Donald Trump,Republican,57,0.057
State House District 20,John Kasich,Republican,24,0.024
State House District 20,Marco Rubio,Republican,54,0.054
State House District 20,Ted Cruz,Republican,60,0.06
State House District 21,Ben Carson,Republican,38,0.038
State House District 21,Donald Trump,Republican,154,0.154
State House District 21,John Kasich,Republican,28,0.028
State House District 21,Marco Rubio,Republican,106,0.106
State House District 21,Ted Cruz,Republican,142,0.142
State House District 22,Ben Carson,Republican,52,0.052
State House District 22,Donald Trump,Republican,233,0.233
State House District 22,John Kasich,Republican,33,0.033
State House District 22,Marco Rubio,Republican,126,0.126
State House District 22,Ted Cruz,Republican,187,0.187
State House District 23,Ben Carson,Republican,33,0.033
State House District 23,Donald Trump,Republican,116,0.116
State House District 23,John Kasich,Republican,16,0.016
State House District 23,Marco Rubio,Republican,33,0.033
State House District 23,Ted Cruz,Republican,105,0.105
State House District 24,Ben Carson,Republican,57,0.057
State House District 24,Donald Trump,Republican,184,0.184
State House District 24,John Kasich,Republican,32,0.032
State House District 24,Marco Rubio,Republican,143,0.143
State House District 24,Ted Cruz,Republican,195,0.195
State House District 25,Ben Carson,Republican,33,0.033
State House District 25,Donald Trump,Republican,161,0.161
State House District 25,John Kasich,Republican,20,0.02
State House District 25,Marco Rubio,Republican,87,0.087
State House District 25,Ted Cruz,Republican,171,0.171
State House District 26,Ben Carson,Republican,77,0.077
State House District 26,Donald Trump,Republican,200,0.2
State House District 26,John Kasich,Republican,41,0.041
State House District 26,Marco Rubio,Republican,141,0.141
State House District 26,Ted Cruz,Republican,244,0.244
State House District 27,Ben Carson,Republican,58,0.058
State House District 27,Donald Trump,Republican,182,0.182
State House District 27,John Kasich,Republican,24,0.024
State House District 27,Marco Rubio,Republican,105,0.105
State House District 27,Ted Cruz,Republican,265,0.265
State House District 28,Ben Carson,Republican,113,0.113
State House District 28,Donald Trump,Republican,302,0.302
State House District 28,John Kasich,Republican,56,0.056
State House District 28,Marco Rubio,Republican,167,0.167
State House District 28,Ted Cruz,Republican,274,0.274
State House District 29,Ben Carson,Republican,119,0.119
State House District 29,Donald Trump,Republican,392,0.392
State House District 29,John Kasich,Republican,35,0.035
State House District 29,Marco Rubio,Republican,105,0.105
State House District 29,Ted Cruz,Republican,406,0.406
State House District 3,Ben Carson,Republican,53,0.053
State House District 3,Donald Trump,Republican,147,0.147
State House District 3,John Kasich,Republican,15,0.015
State House District 3,Marco Rubio,Republican,64,0.064
State House District 3,Ted Cruz,Republican,262,0.262
State House District 30,Ben Carson,Republican,101,0.101
State House District 30,Donald Trump,Republican,369,0.369
State House District 30,John Kasich,Republican,27,0.027
State House District 30,Marco Rubio,Republican,115,0.115
State House District 30,Ted Cruz,Republican,375,0.375
State House District 31,Ben Carson,Republican,122,0.122
State House District 31,Donald Trump,Republican,364,0.364
State House District 31,John Kasich,Republican,27,0.027
State House District 31,Marco Rubio,Republican,100,0.1
State House District 31,Ted Cruz,Republican,382,0.382
State House District 32,Ben Carson,Republican,77,0.077
State House District 32,Donald Trump,Republican,152,0.152
State House District 32,John Kasich,Republican,22,0.022
State House District 32,Marco Rubio,Republican,61,0.061
State House District 32,Ted Cruz,Republican,115,0.115
State House District 33,Ben Carson,Republican,41,0.041
State House District 33,Donald Trump,Republican,85,0.085
State House District 33,John Kasich,Republican,47,0.047
State House District 33,Marco Rubio,Republican,66,0.066
State House District 33,Ted Cruz,Republican,88,0.088
State House District 34,Ben Carson,Republican,45,0.045
State House District 34,Donald Trump,Republican,131,0.131
State House District 34,John Kasich,Republican,15,0.015
State House District 34,Marco Rubio,Republican,90,0.09
State House District 34,Ted Cruz,Republican,152,0.152
State House District 35,Ben Carson,Republican,28,0.028
State House District 35,Donald Trump,Republican,99,0.099
State House District 35,John Kasich,Republican,16,0.016
State House District 35,Marco Rubio,Republican,54,0.054
State House District 35,Ted Cruz,Republican,76,0.076
State House District 36,Ben Carson,Republican,68,0.068
State House District 36,Donald Trump,Republican,246,0.246
State House District 36,John Kasich,Republican,42,0.042
State House District 36,Marco Rubio,Republican,156,0.156
State House District 36,Ted Cruz,Republican,142,0.142
State House District 37,Ben Carson,Republican,18,0.018
State House District 37,Donald Trump,Republican,37,0.037
State House District 37,John Kasich,Republican,3,0.003
State House District 37,Marco Rubio,Republican,10,0.01
State House District 37,Ted Cruz,Republican,41,0.041
State House District 38,Ben Carson,Republican,17,0.017
State House District 38,Donald Trump,Republican,4,0.004
State House District 38,John Kasich,Republican,5,0.005
State House District 38,Marco Rubio,Republican,6,0.006
State House District 38,Ted Cruz,Republican,9,0.009
State House District 39,Ben Carson,Republican,8,0.008
State House District 39,Donald Trump,Republican,44,0.044
State House District 39,John Kasich,Republican,4,0.004
State House District 39,Marco Rubio,Republican,14,0.014
State House District 39,Ted Cruz,Republican,23,0.023
State House District 4,Ben Carson,Republican,61,0.061
State House District 4,Donald Trump,Republican,154,0.154
State House District 4,John Kasich,Republican,26,0.026
State House District 4,Marco Rubio,Republican,98,0.098
State House District 4,Ted Cruz,Republican,279,0.279
State House District 40,Ben Carson,Republican,1,0.001
State House District 40,Donald Trump,Republican,9,0.009
State House District 40,John Kasich,Republican,0,0.0
State House District 40,Marco Rubio,Republican,5,0.005
State House District 40,Ted Cruz,Republican,6,0.006
State House District 5,Ben Carson,Republican,36,0.036
State House District 5,Donald Trump,Republican,128,0.128
State House District 5,John Kasich,Republican,23,0.023
State House District 5,Marco Rubio,Republican,81,0.081
State House District 5,Ted Cruz,Republican,191,0.191
State House District 6,Ben Carson,Republican,55,0.055
State House District 6,Donald Trump,Republican,111,0.111
State House District 6,John Kasich,Republican,7,0.007
State House District 6,Marco Rubio,Republican,45,0.045
State House District 6,Ted Cruz,Republican,138,0.138
State House District 7,Ben Carson,Republican,97,0.097
State House District 7,Donald Trump,Republican,304,0.304
State House District 7,John Kasich,Republican,9,0.009
State House District 7,Marco Rubio,Republican,87,0.087
State House District 7,Ted Cruz,Republican,291,0.291
State House District 8,Ben Carson,Republican,90,0.09
State House District 8,Donald Trump,Republican,464,0.464
State House District 8,John Kasich,Republican,20,0.02
State House District 8,Marco Rubio,Republican,79,0.079
State House District 8,Ted Cruz,Republican,405,0.405
State House District 9,Ben Carson,Republican,172,0.172
State House District 9,Donald Trump,Republican,320,0.32
State House District 9,John Kasich,Republican,19,0.019
State House District 9,Marco Rubio,Republican,129,0.129
State House District 9,Ted Cruz,Republican,419,0.419
Apache,Bernie Sanders,Democrat,1933,1.933
Apache,Hillary Clinton,Democrat,4450,4.45
Cochise,Bernie Sanders,Democrat,3265,3.265
Cochise,Hillary Clinton,Democrat,4654,4.654
Coconino,Bernie Sanders,Democrat,6941,6.941
Coconino,Hillary Clinton,Democrat,5738,5.738
Gila,Bernie Sanders,Democrat,1305,1.305
Gila,Hillary Clinton,Democrat,2196,2.196
Graham,Bernie Sanders,Democrat,851,0.851
Graham,Hillary Clinton,Democrat,937,0.937
Greenlee,Bernie Sanders,Democrat,325,0.325
Greenlee,Hillary Clinton,Democrat,497,0.497
La Paz,Bernie Sanders,Democrat,259,0.259
La Paz,Hillary Clinton,Democrat,309,0.309
Maricopa,Bernie Sanders,Democrat,86942,86.942
Maricopa,Hillary Clinton,Democrat,126988,126.988
Mohave,Bernie Sanders,Democrat,2847,2.847
Mohave,Hillary Clinton,Democrat,4170,4.17
Navajo,Bernie Sanders,Democrat,2621,2.621
Navajo,Hillary Clinton,Democrat,4415,4.415
Pima,Bernie Sanders,Democrat,40228,40.228
Pima,Hillary Clinton,Democrat,56317,56.317
Pinal,Bernie Sanders,Democrat,5414,5.414
Pinal,Hillary Clinton,Democrat,9771,9.771
Santa Cruz,Bernie Sanders,Democrat,1205,1.205
Santa Cruz,Hillary Clinton,Democrat,2496,2.496
Yavapai,Bernie Sanders,Democrat,7108,7.108
Yavapai,Hillary Clinton,Democrat,8401,8.401
Yuma,Bernie Sanders,Democrat,2156,2.156
Yuma,Hillary Clinton,Democrat,4358,4.358
Apache,Donald Trump,Republican,1088,1.088
Apache,John Kasich,Republican,133,0.133
Apache,Ted Cruz,Republican,938,0.938
Cochise,Donald Trump,Republican,6339,6.339
Cochise,John Kasich,Republican,876,0.876
Cochise,Ted Cruz,Republican,3736,3.736
Coconino,Donald Trump,Republican,3324,3.324
Coconino,John Kasich,Republican,742,0.742
Coconino,Ted Cruz,Republican,2843,2.843
Gila,Donald Trump,Republican,3065,3.065
Gila,John Kasich,Republican,353,0.353
Gila,Ted Cruz,Republican,1334,1.334
Graham,Donald Trump,Republican,1501,1.501
Graham,John Kasich,Republican,202,0.202
Graham,Ted Cruz,Republican,1606,1.606
Greenlee,Donald Trump,Republican,282,0.282
Greenlee,John Kasich,Republican,24,0.024
Greenlee,Ted Cruz,Republican,237,0.237
La Paz,Donald Trump,Republican,940,0.94
La Paz,John Kasich,Republican,61,0.061
La Paz,Ted Cruz,Republican,242,0.242
Maricopa,Donald Trump,Republican,144522,144.522
Maricopa,John Kasich,Republican,33803,33.803
Maricopa,Ted Cruz,Republican,72216,72.216
Mohave,Donald Trump,Republican,14154,14.154
Mohave,John Kasich,Republican,1023,1.023
Mohave,Ted Cruz,Republican,4744,4.744
Navajo,Donald Trump,Republican,3558,3.558
Navajo,John Kasich,Republican,441,0.441
Navajo,Ted Cruz,Republican,3481,3.481
Pima,Donald Trump,Republican,36804,36.804
Pima,John Kasich,Republican,9854,9.854
Pima,Ted Cruz,Republican,23137,23.137
Pinal,Donald Trump,Republican,12182,12.182
Pinal,John Kasich,Republican,1567,1.567
Pinal,Ted Cruz,Republican,4079,4.079
Santa Cruz,Donald Trump,Republican,762,0.762
Santa Cruz,John Kasich,Republican,180,0.18
Santa Cruz,Ted Cruz,Republican,451,0.451
Yavapai,Donald Trump,Republican,17005,17.005
Yavapai,John Kasich,Republican,3259,3.259
Yavapai,Ted Cruz,Republican,10547,10.547
Yuma,Donald Trump,Republican,4390,4.39
Yuma,John Kasich,Republican,522,0.522
Yuma,Ted Cruz,Republican,2556,2.556
Arkansas,Bernie Sanders,Democrat,132,0.132
Arkansas,Hillary Clinton,Democrat,724,0.724
Ashley,Bernie Sanders,Democrat,980,0.98
Ashley,Hillary Clinton,Democrat,1375,1.375
Baxter,Bernie Sanders,Democrat,807,0.807
Baxter,Hillary Clinton,Democrat,1391,1.391
Benton,Bernie Sanders,Democrat,4696,4.696
Benton,Hillary Clinton,Democrat,5650,5.65
Boone,Bernie Sanders,Democrat,469,0.469
Boone,Hillary Clinton,Democrat,721,0.721
Bradley,Bernie Sanders,Democrat,106,0.106
Bradley,Hillary Clinton,Democrat,593,0.593
Calhoun,Bernie Sanders,Democrat,312,0.312
Calhoun,Hillary Clinton,Democrat,413,0.413
Carroll,Bernie Sanders,Democrat,0,0.0
Carroll,Hillary Clinton,Democrat,0,0.0
Chicot,Bernie Sanders,Democrat,247,0.247
Chicot,Hillary Clinton,Democrat,1370,1.37
Clark,Bernie Sanders,Democrat,494,0.494
Clark,Hillary Clinton,Democrat,1650,1.65
Clay,Bernie Sanders,Democrat,656,0.656
Clay,Hillary Clinton,Democrat,960,0.96
Cleburne,Bernie Sanders,Democrat,316,0.316
Cleburne,Hillary Clinton,Democrat,758,0.758
Cleveland,Bernie Sanders,Democrat,137,0.137
Cleveland,Hillary Clinton,Democrat,382,0.382
Columbia,Bernie Sanders,Democrat,306,0.306
Columbia,Hillary Clinton,Democrat,1008,1.008
Conway,Bernie Sanders,Democrat,840,0.84
Conway,Hillary Clinton,Democrat,1755,1.755
Craighead,Bernie Sanders,Democrat,1862,1.862
Craighead,Hillary Clinton,Democrat,3543,3.543
Crawford,Bernie Sanders,Democrat,874,0.874
Crawford,Hillary Clinton,Democrat,1586,1.586
Crittenden,Bernie Sanders,Democrat,722,0.722
Crittenden,Hillary Clinton,Democrat,3379,3.379
Cross,Bernie Sanders,Democrat,228,0.228
Cross,Hillary Clinton,Democrat,780,0.78
Dallas,Bernie Sanders,Democrat,361,0.361
Dallas,Hillary Clinton,Democrat,693,0.693
Desha,Bernie Sanders,Democrat,449,0.449
Desha,Hillary Clinton,Democrat,1342,1.342
Drew,Bernie Sanders,Democrat,475,0.475
Drew,Hillary Clinton,Democrat,1250,1.25
Faulkner,Bernie Sanders,Democrat,2774,2.774
Faulkner,Hillary Clinton,Democrat,4077,4.077
Franklin,Bernie Sanders,Democrat,294,0.294
Franklin,Hillary Clinton,Democrat,667,0.667
Fulton,Bernie Sanders,Democrat,473,0.473
Fulton,Hillary Clinton,Democrat,701,0.701
Garland,Bernie Sanders,Democrat,1779,1.779
Garland,Hillary Clinton,Democrat,4057,4.057
Grant,Bernie Sanders,Democrat,300,0.3
Grant,Hillary Clinton,Democrat,690,0.69
Greene,Bernie Sanders,Democrat,585,0.585
Greene,Hillary Clinton,Democrat,1236,1.236
Hempstead,Bernie Sanders,Democrat,164,0.164
Hempstead,Hillary Clinton,Democrat,786,0.786
Hot Spring,Bernie Sanders,Democrat,730,0.73
Hot Spring,Hillary Clinton,Democrat,1562,1.562
Howard,Bernie Sanders,Democrat,129,0.129
Howard,Hillary Clinton,Democrat,535,0.535
Independence,Bernie Sanders,Democrat,521,0.521
Independence,Hillary Clinton,Democrat,1059,1.059
Izard,Bernie Sanders,Democrat,239,0.239
Izard,Hillary Clinton,Democrat,516,0.516
Jackson,Bernie Sanders,Democrat,225,0.225
Jackson,Hillary Clinton,Democrat,702,0.702
Jefferson,Bernie Sanders,Democrat,2115,2.115
Jefferson,Hillary Clinton,Democrat,9936,9.936
Johnson,Bernie Sanders,Democrat,580,0.58
Johnson,Hillary Clinton,Democrat,1056,1.056
Lafayette,Bernie Sanders,Democrat,160,0.16
Lafayette,Hillary Clinton,Democrat,443,0.443
Lawrence,Bernie Sanders,Democrat,726,0.726
Lawrence,Hillary Clinton,Democrat,933,0.933
Lee,Bernie Sanders,Democrat,84,0.084
Lee,Hillary Clinton,Democrat,956,0.956
Lincoln,Bernie Sanders,Democrat,152,0.152
Lincoln,Hillary Clinton,Democrat,599,0.599
Little River,Bernie Sanders,Democrat,441,0.441
Little River,Hillary Clinton,Democrat,721,0.721
Logan,Bernie Sanders,Democrat,361,0.361
Logan,Hillary Clinton,Democrat,881,0.881
Lonoke,Bernie Sanders,Democrat,817,0.817
Lonoke,Hillary Clinton,Democrat,1664,1.664
Madison,Bernie Sanders,Democrat,1078,1.078
Madison,Hillary Clinton,Democrat,1085,1.085
Marion,Bernie Sanders,Democrat,314,0.314
Marion,Hillary Clinton,Democrat,421,0.421
Miller,Bernie Sanders,Democrat,356,0.356
Miller,Hillary Clinton,Democrat,1300,1.3
Mississippi,Bernie Sanders,Democrat,342,0.342
Mississippi,Hillary Clinton,Democrat,2017,2.017
Monroe,Bernie Sanders,Democrat,411,0.411
Monroe,Hillary Clinton,Democrat,843,0.843
Montgomery,Bernie Sanders,Democrat,142,0.142
Montgomery,Hillary Clinton,Democrat,316,0.316
Nevada,Bernie Sanders,Democrat,306,0.306
Nevada,Hillary Clinton,Democrat,647,0.647
Newton,Bernie Sanders,Democrat,211,0.211
Newton,Hillary Clinton,Democrat,192,0.192
Ouachita,Bernie Sanders,Democrat,525,0.525
Ouachita,Hillary Clinton,Democrat,2095,2.095
Perry,Bernie Sanders,Democrat,428,0.428
Perry,Hillary Clinton,Democrat,648,0.648
Phillips,Bernie Sanders,Democrat,656,0.656
Phillips,Hillary Clinton,Democrat,2696,2.696
Pike,Bernie Sanders,Democrat,171,0.171
Pike,Hillary Clinton,Democrat,367,0.367
Poinsett,Bernie Sanders,Democrat,228,0.228
Poinsett,Hillary Clinton,Democrat,717,0.717
Polk,Bernie Sanders,Democrat,272,0.272
Polk,Hillary Clinton,Democrat,349,0.349
Pope,Bernie Sanders,Democrat,1169,1.169
Pope,Hillary Clinton,Democrat,1680,1.68
Prairie,Bernie Sanders,Democrat,385,0.385
Prairie,Hillary Clinton,Democrat,558,0.558
Pulaski,Bernie Sanders,Democrat,10461,10.461
Pulaski,Hillary Clinton,Democrat,34862,34.862
Randolph,Bernie Sanders,Democrat,356,0.356
Randolph,Hillary Clinton,Democrat,662,0.662
Saint Francis,Bernie Sanders,Democrat,354,0.354
Saint Francis,Hillary Clinton,Democrat,1912,1.912
Saline,Bernie Sanders,Democrat,2008,2.008
Saline,Hillary Clinton,Democrat,4358,4.358
Scott,Bernie Sanders,Democrat,151,0.151
Scott,Hillary Clinton,Democrat,306,0.306
Searcy,Bernie Sanders,Democrat,164,0.164
Searcy,Hillary Clinton,Democrat,221,0.221
Sebastian,Bernie Sanders,Democrat,2226,2.226
Sebastian,Hillary Clinton,Democrat,3694,3.694
Sevier,Bernie Sanders,Democrat,167,0.167
Sevier,Hillary Clinton,Democrat,342,0.342
Sharp,Bernie Sanders,Democrat,294,0.294
Sharp,Hillary Clinton,Democrat,608,0.608
Stone,Bernie Sanders,Democrat,421,0.421
Stone,Hillary Clinton,Democrat,547,0.547
Union,Bernie Sanders,Democrat,1669,1.669
Union,Hillary Clinton,Democrat,2548,2.548
Van Buren,Bernie Sanders,Democrat,436,0.436
Van Buren,Hillary Clinton,Democrat,770,0.77
Washington,Bernie Sanders,Democrat,8507,8.507
Washington,Hillary Clinton,Democrat,9110,9.11
White,Bernie Sanders,Democrat,818,0.818
White,Hillary Clinton,Democrat,2024,2.024
Woodruff,Bernie Sanders,Democrat,292,0.292
Woodruff,Hillary Clinton,Democrat,862,0.862
Yell,Bernie Sanders,Democrat,432,0.432
Yell,Hillary Clinton,Democrat,723,0.723
Arkansas,Ben Carson,Republican,146,0.146
Arkansas,Donald Trump,Republican,1073,1.073
Arkansas,John Kasich,Republican,83,0.083
Arkansas,Marco Rubio,Republican,789,0.789
Arkansas,Ted Cruz,Republican,593,0.593
Ashley,Ben Carson,Republican,104,0.104
Ashley,Donald Trump,Republican,586,0.586
Ashley,John Kasich,Republican,45,0.045
Ashley,Marco Rubio,Republican,281,0.281
Ashley,Ted Cruz,Republican,403,0.403
Baxter,Ben Carson,Republican,452,0.452
Baxter,Donald Trump,Republican,3798,3.798
Baxter,John Kasich,Republican,376,0.376
Baxter,Marco Rubio,Republican,1374,1.374
